"Funda como un guante al dedo Perfecta. Tacto agradable , ajustada al Kindle Paperwhite y funcional con el cierre que lo apaga. No la compré desde el inicio para ver si era necesaria, y acabaron mandándome una oferta con un 20% de descuento.","satisfaction"
"Muy buena calidad Es sencillamente perfecta, se adapta a la Paperwhite perfectamente, es muy cómoda de utilizar, muy robusta y con un acabado muy profesional.",""
"La funda está muy bien. Me gusta la forma, el tacto y muy adecuada para el kindle porque cuando se abre se enciende. La recomiendo.",""
"Es como se describe Es exactamente como se describe, estoy muy contenta con este articulo y mucho mas con el Kindle paperwhite, compre otro de otra marca y lo descambie. Este de momento funciona perfectamente.","happiness"
"aurorazgz@gmail.com Una proteccion estupenda y pratica. Como piden tantas palabras esta es la ultima vez que doy mi opinion. Muchas gracias",""
"Me siento engañado Me habéis cobrado y no he recibido el producto voy a denunciaros. Esto es una estafa e iré a la policia",""
"Funda que cumple perfectamente con su objetivo: proteger el kindle Esta funda cumple perfectamente con su objetivo principal que es de proteger el kindle de posibles rallas. Además es elegante y se adapta perfectamente al kindle. Ahora sólo falta que amplíen la gama poniendo más colores para elegir :)",""
"Fundamental Me parece imprescindible para proteger tu Kindle. Ademas le aporta un tacto mucho mas agradable y mayor manejabilidad, ya que el Kindle es tan pequeño que en ocasiones resulta incomodo de sostener. Con esta funda se puede manejar como si fuese un libro. El cierre imantado de la tapa lo apaga y enciende automaticamente al cerrarla o abrirla respectivamente, lo cual no es esencial pero resulta muy comodo.","satisfaction"
"Genial Una buena funda que protege perfectamente y además te apaga el dispositivo de lectura cuando lo cierrras. ¿Que más se puede pedir? Además estéticamente es preciosa.",""
"Perfecta La funda me encanta. Me hubiese gustado más si el color fuese más vivo pero por lo demás es perfecta.",""
"opinion por seriedad en los tramites de recepción y envio y por el soporte técnico de sus empleados ( un trato excepcional )","gravity"
"Me gusta Es muy bonita, elegante y sobre todo me gusta el sistema de encendido a través del imán que hace de cierre.",""
"Práctica y con buenos acabados La funda está muy bien hecha y el kindle encaja perfectamente. Lo único malo que le veo es el precio, un poco cara para ser una funda.",""
"Satisfecho La funda tiene un acabado bueno, es bonita y funcional, tamaño perfecto. El tacto también es agradable y muy práctico el imán para desconexión y encendido","satisfaction"
"Bonita Es lo que se espera de esta funda específica para el Kindle Paperwhite.  Se adapta bien y no tiene nada mas en especial.",""
"Recomendable Protege el ebook, es muy comoda la función de apagado y encendido al abrir y cerrar la tapa y se ve de buena calidad. Quizá precio un poco elevado.",""
"muy practico Lo elejí por que ya lo había visto a una compañera Es ligero, practico y de muy biena calidad Lo recomendaré a odos aquellos que me lo pregunten.",""
"Larga duracion De momento estoy muy contento con la duración de las baterías. Espero que sean también de larga vida. Muy bien","happiness"
"Justo lo que le falta al kindle. Buen material y terminacion. Me decante por esta funda mas por la calidad que por el precio. Las hay mas baratas pero segun algunos comentarios la calidad no es la misma.",""
"Una compra acertada si tienes Kindle Cumple con lo que pretendía, encaja como un guante en el Kindle, el color es bonito, y la funcionalidad es muy buena. Lo recomiendo para todo aquel que quiera tener el Kindle bien protegido.",""
"Perfecta y elegante Perfecta y elegante para mi Kindle. Muy práctico el cierre magnético que pone en espera el Kindle. Muy buena calidad y acabados inmejorables.",""
"Correcta, cómoda, buen acabado El acabado de la funda es funcional, adaptado perfectamente al Kindle Paperwhite, y da una sensación de confianza en la mano. Un buen acabado, y comodidad asegurada, si bien el precio es elevado, (motivo de mis 4/5 *) es una funda perfecta para tu nuevo Paperwhite","confidence"
"Encaja a la perfección con el kindle paperwhite Aumenta la dimensión un poco del ebook, ya que el Kindle Paperwhite es muy fino, pero ganas en seguridad, la carcasa parece que lo protege bastante. Lo de abrir y que no tengas que pulsar ningún botón es muy cómodo.","security"
"Ni te pares. Supongo que la tardanza de más de 10 días, advertido al comprar, no antes, se debe a que viene por Royal Mail (avión) y con los problemas para cruzar la frontera con Gibraltar... ya se sabe. Aparte el producto es de lo peorcito que he comprado en mi vida: burbujas 100%, la tarjeta lo araña (y no sólo la tarjeta) y el pegamento del sticker no hay forma de quitarlo. Huid si estáis a tiempo",""
"un asco! este protector es malisimo!! El protector es malisimo, cualquier protector comprado en un chino es 100 veces mejor, esta hecho de un plastico que en vez de evitar los reflejos de la pantalla del ipad todavía refleja más, y al pasarle la tarjeta quita burbujas se ha rallado completamente.He ido a la basura, no sé lo recomiendo a nadie!","abhorrence"
"Mala calidad. En cuanto fuerzas un poco la tapa para sacar el lector, aquella se rompe. De haberlo sabido no lo hubiera comprado.",""
"Incomoda de manejar No me gusta, resulta incomada de manejar, y dificultoso abrir el libro ..... No se la recomendaría a nadie y si pudiese la cambiaría.",""
"SALICRU HOME 600 Lo he devuelto inmediatamente. Teoricamente viene con algo de carga la bateria. Sin embargo despues de 24 de carga la bateria seguia al 0%. La devolución por parte de Amazon perfecta. El reembolso del dinero inmediatamente.",""
"No se lo recomiendo a nadie. O es malisimo o no funciona bien. Lo compre por que tengo otro salicru (el de la pequeña pantalla digital) y no me ha dado ningun problema, y le tengo vonectado de todo. Sin embargo , el otro dia se fue la luz, un apagon de esos relampago de 1 segundo y se apago el imac, el disco duro externo e incluso juraria que tambien el SAI. Vamos, de pena.....","distress"
"Dgm No es transparente, es blanco translúcido... No es lo que se ofrece en cuanto al color, por lo demás bien.",""
"Laura T La funda se rompió por una esquina en menos de una semana por el simple hecho de llevarlo en el bolso...",""
"Poco duradero Me ha durado unos 3 meses. Poco después se empezó a desajustar y costaba apretar el botón de encendido, ahora se mueve. Un poco caro y poco duradero.",""
"Complicado de poner Complicado de poner, necesitas llevar encima la llave allen, no tiene protectores y ralla el lugar donde lo pongas. No lo recomiendo.",""
"luidonna La pieza es metálica y la carcasa de la cámara es de plástico. cuando la ensamblas no agarra lo suficiente, la sujeción debería ser también de plástico.",""
"Excelente relación calidad precio Hace ya un par de meses que la compré y ningún problema. Excelente compra. Ahora me he animado a comprar su hermana mayor, la de 32Gigas",""
"Dura poco Buen precio y completa con los protectores, pero el cierre es de mala calidad y termina rompiéndose. Hay que sacar el teléfono porque si no no carga.",""
"Me gusta Me gusta, es práctica  para evitar rasguños en el telefono, y me convenció su precio. Buena relación calidad precio y color adecuado a mi gusto","liking"
"Funda De Piel Para Huawei Y300 U8833 Negra + 2x Protectores De Pantalla La funda esta bien pero los protectores son de mala calidad (aparecen burbujas y no pega con el truco del alcohol)",""
"Escaso La funda es suficiente, aunque al principio no ajusta bien el cierre. Los dos protectores de pantalla no son útiles, salvo el paño que las acompaña. Aunque tampoco se puede pedir más por su precio.",""
"De total confianza Ya las he usado con anterioridad y son de total confianza. El precio es bastante bueno y las tarjetas son muy recomendables.","confidence"
"Protectores malos La funda está bien, pero los protectores de pantalla son malos y se llenan de burbujas, no se adaptan a la pantalla.",""
"defectuoso Está defectuosa. El agujero donde coincide el flash de la cámara no coincide con el mismo. por lo que el flash no alumbrará en perfectas condiciones.",""
"bastante regular. con la funda puesta, no entra la clavija del cargador. se ve que los materiales son de ultima calidad. muy mala",""
"funda de mala calidad Es la tercera funda que compro para 3 huawei y300 y definitivamente son de pesima calidad.NO LA COMPREIS ES MALISIMA SE PARTE Y AGRIETEA MUY PRONTO.",""
"Javichu.gp Cumple con lo que dice,es muy fina y agusta perfectamente al telefono..  El problema,que al ser tan fina no la favorece nada andar sacandola y poniendola. Recomendable",""
"alzador coche. Por una parte bueno por su ligereza, pero creo que un poco endeble para uso de niños pequeños aunque parecen de poca seguridad,",""
"jay kumar Es una maravilla del receptor tienes aplicaciones como YouTube ,tiempo ,noticias,  etc... Wi-fi incorporado y con grandes prestaciones. Ligero y tamaño muy reducido.","wonder"
"Bateria ROOMBA a un buen precio Lleva dos días mi Roomba con esta batería de 14,4 v  i de 4500mah, y la verdad su funcionamiento en autonomía se nota y mucho esta más de dos horas funcionando y con la energía del primer momento. Eso si,  le hice una buena carga directa a la Roomba de 24 horas, y la verdad estoy muy contento. Si me dura lo que me duró la primera y la segunda batería la cual no era original 2 años aproximadamente ya estaré contento.","happiness"
